      Energy(eV)          s               py              pz              px              dxy             dyz             dz2             dxz            dx2-y2            tot 
     -6.96860000      2.27390000      9.88600000      2.58150000      9.81990000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     24.56130000
     -6.91860000      1.13820000      4.75940000      2.11250000      4.69550000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     12.70560000
     -6.86860000      0.75000000      2.67870000      3.57120000      2.65940000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      9.65930000
     -6.81860000      2.01730000      6.00310000      6.03590000      5.97400000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     20.03030000
     -6.76860000      2.39200000      6.64510000      4.33320000      6.62120000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     19.99150000
     -6.71860000      0.68150000      1.85330000      0.93480000      1.84880000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      5.31840000
     -6.66860000      0.04520000      0.11520000      0.07890000      0.11530000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.35460000
     -6.61860000      0.18700000      0.32260000      0.91400000      0.32200000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.74560000
     -6.56860000      1.00530000      1.73460000      4.90900000      1.72740000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      9.37630000
     -6.51860000      1.22090000      2.10970000      5.93540000      2.09600000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     11.36200000
     -6.46860000      0.34020000      0.59190000      1.64600000      0.58840000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      3.16650000
     -6.41860000      0.02130000      0.22390000      0.10090000      0.30560000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.65170000
     -6.36860000      0.07270000      1.64330000      0.28330000      2.31160000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      4.31090000
     -6.31860000      0.72500000      3.39800000      2.75580000      4.37230000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     11.25110000
     -6.26860000      2.84730000      5.00940000     10.00730000      5.27280000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     23.13680000
     -6.21860000      4.71390000      7.39090000     15.50490000      7.41380000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     35.02350000
     -6.16860000      2.22300000      3.70990000      6.78460000      3.71220000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     16.42970000
     -6.11860000      1.08240000      2.36090000      1.46000000      2.33080000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      7.23410000
     -6.06860000      2.70490000      6.27570000      2.28210000      6.18560000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     17.44830000
     -6.01860000      2.18270000      5.09860000      2.05270000      4.97550000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     14.30950000
     -5.96860000      1.40720000      3.24560000      1.88660000      3.08260000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      9.62200000
     -5.91860000      0.44520000      1.02240000      0.63510000      0.96600000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      3.06870000
     -5.86860000      0.02710000      0.06330000      0.03910000      0.05970000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.18920000
     -5.81860000      0.00000000      0.00030000      0.00030000      0.00020000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00080000
     -5.76860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -5.71860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -5.66860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -5.61860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -5.56860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -5.51860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -5.46860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -5.41860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -5.36860000      0.00010000      0.00030000      0.00020000      0.00030000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00090000
     -5.31860000      0.03460000      0.07760000      0.02920000      0.07420000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.21560000
     -5.26860000      0.54610000      1.27260000      0.46020000      1.21540000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      3.49430000
     -5.21860000      2.47470000      6.59400000      2.05550000      6.42190000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     17.54610000
     -5.16860000      5.55970000     15.98140000      4.36250000     15.80510000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     41.70870000
     -5.11860000      4.19920000     11.57020000      3.02970000     11.48850000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     30.28760000
     -5.06860000      0.74000000      1.88320000      0.48230000      1.87130000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      4.97680000
     -5.01860000      0.02700000      0.06280000      0.01700000      0.06260000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.16940000
     -4.96860000      0.03780000      0.08600000      0.10930000      0.07700000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.31010000
     -4.91860000      0.40560000      0.92000000      1.17380000      0.82380000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      3.32320000
     -4.86860000      0.77200000      1.75200000      2.23520000      1.56850000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      6.32770000
     -4.81860000      0.26860000      0.61070000      0.77900000      0.54650000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      2.20480000
     -4.76860000      0.01620000      0.03720000      0.04660000      0.03310000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.13310000
     -4.71860000      0.00010000      0.00010000      0.00030000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00050000
     -4.66860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.61860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.56860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.51860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.46860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.41860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.36860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.31860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.26860000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
     -4.21860000      0.00000000      0.02180000      0.02880000      0.02330000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      0.07390000
     -4.16860000      0.02680000      0.84360000      1.11730000      0.87450000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      2.86220000
     -4.11860000      0.21930000      6.64800000      9.05550000      6.83670000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     22.75950000
     -4.06860000      0.40300000     12.04470000     16.24720000     12.42850000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     41.12340000
     -4.01860000      0.16590000      5.18960000      6.58170000      5.44380000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     17.38100000
     -3.96860000      0.01640000      0.53050000      0.61110000      0.56710000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.72510000
     -3.91860000      0.05870000      0.85970000      1.46630000      0.84880000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      3.23350000
     -3.86860000      0.48680000      6.71180000     13.55290000      6.69130000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     27.44280000
     -3.81860000      0.76000000     10.42470000     27.27590000     10.49110000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     48.95170000
     -3.76860000      0.26540000      4.99450000     23.08300000      5.04430000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     33.38720000
     -3.71860000      0.20790000      3.67670000     11.63920000      3.56810000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     19.09190000
     -3.66860000      0.25320000      3.02790000      2.96160000      2.76240000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      9.00510000
     -3.61860000      0.47070000      3.60480000      1.08970000      2.60340000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      7.76860000
     -3.56860000      0.67800000      6.47550000      2.07950000      5.21600000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     14.44900000
     -3.51860000      0.58990000     10.12100000      5.36790000      9.80310000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     25.88190000
     -3.46860000      0.49180000     10.30450000      8.63750000     10.26370000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     29.69750000
     -3.41860000      0.24180000      7.13130000      5.69450000      7.12110000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     20.18870000
     -3.36860000      0.07540000      2.99790000      1.01120000      2.99680000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      7.08130000
     -3.31860000      0.25130000      9.18950000      2.30760000      9.19220000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     20.94060000
     -3.26860000      0.43340000     14.42680000     14.62120000     14.48190000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     43.96330000
     -3.21860000      0.79180000     15.31590000     31.87640000     15.47390000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     63.45800000
     -3.16860000      2.07070000     18.42830000     25.74990000     18.55360000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     64.80250000
     -3.11860000      3.84990000     22.61700000     17.73130000     22.54750000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     66.74570000
     -3.06860000      3.95040000     27.47750000     17.44530000     27.42290000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     76.29610000
     -3.01860000      2.55400000     22.73340000     11.39690000     22.70470000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     59.38900000
     -2.96860000      1.47170000     15.16030000      7.03320000     15.07660000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     38.74180000
     -2.91860000      1.00150000     13.71800000      5.36430000     13.64260000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     33.72640000
     -2.86860000      0.27780000      4.89030000      1.58120000      5.13740000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     11.88670000
     -2.81860000      0.03460000      4.19710000      0.81800000      5.95290000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     11.00260000
     -2.76860000      0.02160000      4.63310000      0.86380000      6.70390000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     12.22240000
     -2.71860000      0.01640000      0.99940000      0.20770000      1.44280000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      2.66630000
     -2.66860000      0.36290000      0.28060000      0.90980000      0.29350000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000      1.84680000
     -2.61860000      1.94190000      1.85420000      7.62160000      1.84950000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     13.26720000
     -2.56860000      1.94130000      3.80240000     17.25590000      3.84020000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     26.83980000
     -2.51860000      0.41480000      2.52880000     11.88430000      2.56870000      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000     17.39660000
