Time (s),Chan.4 - Raw (mV),Chan.8 - Raw (mV)
0,-9414.6,2755.1
0.5,-9414.6,-2941.1
1,-9968.5,-2941.1
1.5,-9968.5,-3349.9
2,-10265.6,-3349.9
2.5,-10265.6,-3689
3,-10336.7,-3689
3.5,-10336.7,-4061.6
4,-10306.4,-4061.6
4.5,-10306.4,-4320.1
5,-10230.9,-4320.1
5.5,-10230.9,-4663.8
6,-10116,-4663.8
6.5,-10116,-4774.5
7,-9921,-4774.5
7.5,-9921,-4923.7
8,-9809.3,-4923.7
8.5,-9605.5,-5167.1
9,-9605.5,-5167.1
9.5,-9462.7,-5353.4
10,-9462.7,-5353.4
10.5,-9416.2,-5248.4
11,-9416.2,-5248.4
11.5,-9214.3,-5165.8
12,-9214.3,-5165.8
12.5,-8807.8,-5062.8
13,-8807.8,-5062.8
13.5,-8420.6,-4949.3
14,-8420.6,-4949.3
14.5,-8048.7,-4834.2
15,-8048.7,-4834.2
15.5,-7667.3,-4720.6
16,-7667.3,-4583.6
16.5,-7312.2,-4583.6
17,-7312.2,-4451
17.5,-6977.8,-4451
18,-6977.8,-4310.4
18.5,-6634.3,-4310.4
19,-6354.3,-4172.5
19.5,-6354.3,-4172.5
20,-6028.9,-4048.1
20.5,-6028.9,-4048.1
21,-5746.6,-3893.1
21.5,-5746.6,-3893.1
22,-5469.2,-3754.4
22.5,-5469.2,-3754.4
23,-5201.5,-3613.4
23.5,-5201.5,-3613.4
24,-4949.5,-3477.3
24.5,-4949.5,-3477.3
25,-4700.6,-3339
25.5,-4700.6,-3339
26,-4469.1,-3191.4
26.5,-4469.1,-3061.5
27,-4241.9,-3061.5
27.5,-4241.9,-2916.8
28,-4022.4,-2916.8
28.5,-4022.4,-2784.4
29,-3815.2,-2784.4
29.5,-3618.5,-2648.7
30,-3618.5,-2648.7
30.5,-3431.3,-2519.1
31,-3431.3,-2519.1
31.5,-3238.8,-2389.7
32,-3238.8,-2389.7
32.5,-3058.9,-2260.1
33,-3058.9,-2260.1
33.5,-2920.5,-2136.1
34,-2920.5,-2136.1
34.5,-2720.3,-1952
35,-2720.3,-1952
35.5,-2555.7,-1888.2
36,-2555.7,-1888.2
36.5,-2393.7,-1765
37,-2393.7,-1650.1
37.5,-2241.1,-1650.1
38,-2241.1,-1524.8
38.5,-2100.8,-1524.8
39,-2100.8,-1412.8
39.5,-1954.7,-1412.8
40,-1820.3,-1296.8
40.5,-1820.3,-1296.8
41,-1684.5,-1187.7
41.5,-1684.5,-1187.7
42,-1551.1,-1089.3
42.5,-1551.1,-1089.3
43,-1314,-972.1
43.5,-1314,-972.1
44,-1299.5,-688.5
44.5,-1299.5,-688.5
45,-1179.8,-758.5
45.5,-1179.8,-758.5
46,-1065.5,-661.3
46.5,-1065.5,-661.3
47,-947.1,-558.3
47.5,-947.1,-558.3
48,-843.2,-460
48.5,-843.2,-358
49,-726.3,-358
49.5,-726.3,-279.8
50,-623.7,-279.8
50.5,-523.2,-175.8
51,-523.2,-175.8
51.5,-420,-84.8
52,-420,-84.8
52.5,-336.5,4.1
53,-336.5,4.1
53.5,-225.3,85.7
54,-225.3,85.7
54.5,-128.6,185.3
55,-128.6,185.3
55.5,-44.2,270.7
56,-44.2,270.7
56.5,39.6,357.9
57,39.6,357.9
57.5,133.9,432.4
58,133.9,432.4
58.5,222.2,520.2
59,222.2,603.5
59.5,311.8,603.5
60,311.8,688.2
60.5,395.1,688.2
61,468,767.3
61.5,468,767.3
62,557.3,842.4
62.5,557.3,842.4
63,637.8,927.1
63.5,637.8,927.1
64,714.5,1004.8
64.5,714.5,1004.8
65,791,1088.3
65.5,791,1088.3
66,868.5,1155.8
66.5,868.5,1155.8
67,957.2,1226.4
67.5,957.2,1226.4
68,1017.9,1282.3
68.5,1017.9,1282.3
69,1084.4,1378
69.5,1084.4,1449.9
70,1159.8,1449.9
70.5,1159.8,1515.7
71,1228.4,1515.7
71.5,1327.8,1586
72,1327.8,1586
72.5,1368.6,1625.3
73,1368.6,1625.3
73.5,1435.7,1625.3
74,1435.7,1625.3
74.5,1500.8,1795.4
75,1500.8,1795.4
75.5,1569.7,1862.2
76,1569.7,1862.2
76.5,1632.6,1931
77,1632.6,1931
77.5,1696.4,1996
78,1696.4,1996
78.5,1746.3,2062.6
79,1746.3,2062.6
79.5,1821.4,2130.7
80,1821.4,2130.7
80.5,1881.2,2189
81,1881.2,2262.8
81.5,1949,2262.8
82,2001.8,2325.4
82.5,2001.8,2325.4
83,2062.3,2374
83.5,2062.3,2374
84,2122.4,2448.7
84.5,2122.4,2448.7
85,2182.6,2515.7
85.5,2182.6,2515.7
86,2240.1,2515.7
86.5,2240.1,2515.7
87,2296.6,2629.6
87.5,2296.6,2629.6
88,2351.6,2697
88.5,2351.6,2697
89,2408.2,2756
89.5,2408.2,2756
90,2460.1,2814.3
90.5,2460.1,2873.8
91,2130.8,2873.8
91.5,2130.8,2999.2
92,2130.8,2999.2
92.5,2130.8,2999.2
93,-9473.6,2999.2
93.5,-9473.6,2999.2
94,-9473.6,-2944.3
94.5,-10023.6,-2944.3
95,-10023.6,-2944.3
95.5,-10316.3,-3357.2
96,-10316.3,-3357.2
96.5,-10373.3,-3692.4
97,-10373.3,-3692.4
97.5,-10339.3,-4067.1
98,-10339.3,-4067.1
98.5,-10256.4,-4324.1
99,-10256.4,-4324.1
99.5,-10132.4,-4670.2
100,-10132.4,-4670.2
100.5,-9946.8,-4783.3
101,-9946.8,-4783.3
101.5,-9835,-4914.2
102,-9835,-4914.2
102.5,-9621.8,-5168.3
103,-9621.8,-5168.3
103.5,-9486.3,-5168.3
104,-9486.3,-5168.3
104.5,-9430,-5168.3
105,-9222.9,-5168.4
105.5,-9222.9,-5168.4
106,-8818.6,-5063.5
106.5,-8818.6,-5063.5
107,-8428.9,-4953.3
107.5,-8428.9,-4953.3
108,-8044.1,-4835.3
108.5,-8044.1,-4835.3
109,-7673.9,-4720.8
109.5,-7673.9,-4720.8
110,-7317.8,-4580.2
110.5,-7317.8,-4580.2
111,-6986,-4453.8
111.5,-6986,-4453.8
112,-6646.2,-4322.5
112.5,-6646.2,-4322.5
113,-6378.5,-4186.5
113.5,-6378.5,-4186.5
114,-6036.2,-4041
114.5,-5750.3,-3894.5
115,-5750.3,-3894.5
115.5,-5474.3,-3757.4
116,-5474.3,-3757.4
116.5,-5210.7,-3617.1
117,-5210.7,-3617.1
117.5,-4956.8,-3475.9
118,-4956.8,-3475.9
118.5,-4711.4,-3340.3
119,-4711.4,-3340.3
119.5,-4481.9,-3197.4
120,-4481.9,-3197.4
120.5,-4245.4,-3054.8
121,-4245.4,-3054.8
121.5,-4026.2,-2914.8
122,-4026.2,-2914.8
122.5,-3816.5,-2780.9
123,-3816.5,-2780.9
123.5,-3615.4,-2647.5
124,-3615.4,-2647.5
124.5,-3436.1,-2520.8
125,-3238.4,-2385.2
125.5,-3238.4,-2385.2
126,-3063.2,-2261.2
126.5,-3063.2,-2261.2
127,-2918.2,-2134.6
127.5,-2918.2,-2134.6
128,-2718,-2018.9
128.5,-2718,-2018.9
129,-2558,-1887.6
129.5,-2558,-1887.6
130,-2398.4,-1762.7
130.5,-2398.4,-1762.7
131,-2243.2,-1644
131.5,-2243.2,-1644
132,-2100.7,-1522.7
132.5,-2100.7,-1522.7
133,-1956.1,-1522.7
133.5,-1956.1,-1522.7
134,-1816.7,-1298.6
134.5,-1816.7,-1298.6
135,-1678.8,-1189.3
135.5,-1678.8,-1072.4
136,-1552.2,-1072.4
136.5,-1303.4,-971.3
137,-1303.4,-971.3
137.5,-1297.7,-677.9
138,-1297.7,-677.9
138.5,-1177.5,-757
139,-1177.5,-757
139.5,-1065,-659.5
140,-1065,-659.5
140.5,-950.2,-562.3
141,-950.2,-562.3
141.5,-837.1,-460.1
142,-837.1,-460.1
142.5,-725.7,-369.7
143,-725.7,-369.7
143.5,-624.5,-259.6
144,-624.5,-259.6
144.5,-520.4,-176.5
145,-520.4,-176.5
145.5,-421.4,-83.2
146,-421.4,-83.2
146.5,-341.8,6.8
147,-228.8,115.1
147.5,-228.8,115.1
148,-132.6,184.4
148.5,-132.6,184.4
149,-36.3,270.8
149.5,-36.3,270.8
150,52.9,358.6
150.5,52.9,358.6
151,144.7,442.1
151.5,144.7,442.1
152,221.7,523.3
152.5,221.7,523.3
153,308,605.1
153.5,308,605.1
154,392.9,685.8
154.5,392.9,685.8
155,480.9,760.6
155.5,480.9,760.6
156,549.1,838
156.5,637.7,838
157,637.7,915.4
157.5,713.4,1001.8
158,713.4,1001.8
158.5,791.2,1084.1
159,791.2,1084.1
159.5,867.7,1157
160,867.7,1157
160.5,932.4,1228.3
161,932.4,1228.3
161.5,1013.1,1292.4
162,1013.1,1292.4
162.5,1104.8,1372.7
163,1104.8,1372.7
163.5,1157.8,1446.7
164,1157.8,1446.7
164.5,1228.6,1518.3
165,1228.6,1518.3
165.5,1316.2,1518.3
166,1316.2,1518.3
166.5,1367.4,1693.4
167,1367.4,1693.4
167.5,1432.5,1726.4
168,1499.6,1797.9
168.5,1499.6,1797.9
169,1567.8,1862.2
169.5,1567.8,1862.2
170,1632,1932.2
170.5,1632,1932.2
171,1694,2003
171.5,1694,2003
172,1744.1,2065.9
172.5,1744.1,2065.9
173,1819.3,2128
173.5,1819.3,2128
174,1878.4,2195.5
174.5,1878.4,2195.5
175,1953.7,2259.4
175.5,1953.7,2259.4
176,2006.5,2327.2
176.5,2006.5,2327.2
177,2062.8,2387.9
177.5,2062.8,2387.9
178,2123.5,2450.3
178.5,2181.5,2508.2
179,2181.5,2508.2
179.5,2236.2,2571.3
180,2236.2,2571.3
180.5,2296.3,2627.4
181,2296.3,2627.4
181.5,2351.4,2694.1
182,2351.4,2694.1
182.5,2408.3,2750.9
183,2408.3,2750.9
183.5,2465,2812.6
